	pair	relatedness	second_guess	loglik_ratio	withinDeg_second_guess	withinDeg_ll
0	KFP001_KFP002	un	deg3	21.85523612378984		
1	KFP001_KFP003	un	deg3	16.25093512219064		
2	KFP001_KFP004	un	deg3	12.255008484791913		
3	KFP001_KFP005	un	deg3	19.567695495205047		
4	KFP001_KFP006	un	deg3	20.71301853114005		
5	KFP001_KFP007	un	deg3	20.727917160422066		
6	KFP001_KFP008	un	deg3	18.60825214526426		
7	KFP001_KFP009	un	deg3	12.833131358525634		
8	KFP001_KFP010	un	deg3	18.104698151747016		
9	KFP001_KFP011	un	deg3	18.754226056290463		
10	KFP001_KFP012	un	deg3	21.456505386853227		
11	KFP001_KFP013	un	deg3	7.897569856679411		
12	KFP001_KFP014	un	deg3	19.642358713049134		
13	KFP001_KFP015	un	deg3	24.32322268869461		
14	KFP001_KFP016	un	deg3	23.532423885937533		
15	KFP001_KFP017	un	deg3	22.397905085943645		
16	KFP001_KFP018	un	deg3	18.823495943163152		
17	KFP001_KFP019	un	deg3	15.243935390569275		
18	KFP001_KFP020	un	deg3	16.893143436227547		
19	KFP001_KFP021	un	deg3	16.428722687990785		
20	KFP001_KFP022	un	deg3	22.75945179808832		
21	KFP001_KFP023	un	deg3	23.41172353241745		
22	KFP001_KFP024	un	deg3	21.287330252401947		
23	KFP001_KFP025	un	deg3	22.493377995180253		
24	KFP001_KFP026	un	deg3	18.166746990036927		
25	KFP001_KFP027	un	deg3	22.733773249918386		
26	KFP001_KFP028	un	deg3	21.155914766530714		
27	KFP001_KFP029	un	deg3	21.953374761048966		
28	KFP001_KFP030	un	deg3	18.06812723705661		
29	KFP001_KFP031	un	deg3	17.977805571814088		
30	KFP001_KFP032	un	deg3	19.018965003261425		
31	KFP001_KFP033	un	deg3	22.110447972843303		
32	KFP001_KFP034	un	deg3	14.65337712009591		
33	KFP001_KFP035	un	deg3	12.989357989736845		
34	KFP001_KFP036	un	deg3	20.09559274414073		
35	KFP001_KFP037	un	deg3	23.08892505284757		
36	KFP001_KFP038	un	deg3	17.927427203505204		
37	KFP001_KFP039	un	deg3	21.2829629727114		
38	KFP001_KFP040	un	deg3	19.483288826294253		
39	KFP001_KFP041	un	deg3	12.641809316698302		
40	KFP001_KFP042	un	deg3	22.35069563552884		
41	KFP001_KFP043	un	deg3	21.8862455748731		
42	KFP001_KFP044	un	deg3	23.09015828326437		
43	KFP001_KFP045	un	deg3	20.00633376343353		
44	KFP001_KFP046	un	deg3	21.332421260717183		
45	KFP001_KFP047	un	deg3	20.337325649416808		
46	KFP001_KFP048	un	deg3	19.5076006434208		
47	KFP001_KFP049	un	deg3	18.787948644603148		
48	KFP001_KFP050	un	deg3	17.225235419156434		
49	KFP001_KFP051	un	deg3	19.209405271481046		
50	KFP001_KFP052	un	deg3	22.084357844219312		
51	KFP001_KFP053	un	deg3	20.692973705863093		
52	KFP001_KFP054	un	deg3	21.554350130635385		
53	KFP001_KFP055	un	deg3	16.450997289751285		
54	KFP001_KFP056	un	deg3	24.222520712608233		
55	KFP001_KFP057	un	deg3	22.724416804120665		
56	KFP001_KFP058	un	deg3	13.44496463144378		
57	KFP001_KFP059	un	deg3	20.12729095434338		
58	KFP001_KFP060	un	deg3	19.723687164217377		
59	KFP001_KFP061	un	deg3	20.837668284320213		
60	KFP001_KFP062	un	deg3	17.685240112715746		
61	KFP001_KFP063	deg3	un	5.451096895877073		
62	KFP001_KFP064	un	deg3	23.77841959596003		
63	KFP001_KFP065	un	deg3	13.575824659365935		
64	KFP001_KFP066	un	deg3	22.498196445103076		
65	KFP001_KFP067	un	deg3	15.586312482737187		
66	KFP001_KFP068	un	deg3	15.860341384855476		
67	KFP001_KFP069	un	deg3	20.688734223669826		
68	KFP001_KFP070	un	deg3	21.71951818836192		
69	KFP001_KFP071	un	deg3	16.360869091189553		
70	KFP001_KFP072	un	deg3	21.274788182345677		
71	KFP001_KFP073	un	deg3	18.155434206330256		
72	KFP001_KFP074	un	deg3	19.867094186412945		
73	KFP001_KFP075	un	deg3	15.174390010060279		
74	KFP001_KFP076	id	sib	101.55104577351564		
75	KFP001_KFP077	un	deg3	18.9704101341872		
76	KFP001_KFP078	un	deg3	21.26932528273983		
77	KFP001_KFP079	un	deg3	20.694986299532506		
78	KFP001_KFP080	un	deg3	19.548988422609455		
79	KFP001_KFP081	un	deg3	19.552815407581534		
80	KFP001_KFP082	un	deg3	23.32129668793345		
81	KFP001_KFP083	un	deg3	20.86257269665839		
82	KFP001_KFP084	deg3	un	2.2440083452474937		
83	KFP001_KFP085	sec	deg3	10.864376083715117		
84	KFP001_KFP086	un	deg3	3.938230594557808		
85	KFP001_KFP087	un	deg3	20.696538842281143		
86	KFP001_KFP088	un	deg3	19.49880433026237		
87	KFP001_KFP089	un	deg3	17.6669509619278		
88	KFP001_KFP090	un	deg3	20.379906091008703		
89	KFP001_KFP091	un	deg3	21.34124142271776		
90	KFP001_KFP092	un	deg3	21.811757819618837		
91	KFP001_KFP093	un	deg3	21.152273314234666		
92	KFP001_KFP094	un	deg3	12.730537854433576		
93	KFP001_KFP095	un	deg3	18.70548332418275		
94	KFP001_KFP096	un	deg3	21.914716417041745		
95	KFP001_KFP097	un	deg3	23.23069882575737		
96	KFP001_KFP098	un	deg3	23.602214426911807		
97	KFP001_KFP099	un	deg3	22.10966449214061		
98	KFP001_KFP100	un	deg3	20.929322969962413		
99	KFP001_KFP101	un	deg3	19.580960893421206		
100	KFP001_KFP102	un	deg3	21.648427563616682		
101	KFP001_KFP103	un	deg3	18.133953954287108		
102	KFP001_KFP104	un	deg3	21.362390276477527		
103	KFP001_KFP105	un	deg3	19.51418817943636		
104	KFP001_KFP106	un	deg3	1.941325930580888		
105	KFP002_KFP003	deg3	un	2.994462740502513		
106	KFP002_KFP004	un	deg3	18.38751180798704		
107	KFP002_KFP005	sib	sec	46.073218071457866	pc	86.32503943710752
108	KFP002_KFP006	un	deg3	20.900493262675354		
109	KFP002_KFP007	un	deg3	22.455754287491573		
110	KFP002_KFP008	un	deg3	20.72647830167602		
111	KFP002_KFP009	un	deg3	18.145733597223398		
112	KFP002_KFP010	un	deg3	19.77983524770525		
113	KFP002_KFP011	un	deg3	21.10631162228788		
114	KFP002_KFP012	un	deg3	21.96304868472316		
115	KFP002_KFP013	un	deg3	2.7926185964176966		
116	KFP002_KFP014	un	deg3	18.10722437860659		
117	KFP002_KFP015	un	deg3	22.989520573438085		
118	KFP002_KFP016	un	deg3	23.38410070112013		
119	KFP002_KFP017	un	deg3	18.57730636558745		
120	KFP002_KFP018	un	deg3	18.087000074488515		
121	KFP002_KFP019	un	deg3	22.586974102235445		
122	KFP002_KFP020	un	deg3	15.637574869934044		
123	KFP002_KFP021	un	deg3	22.22044530582912		
124	KFP002_KFP022	un	deg3	22.682968393671217		
125	KFP002_KFP023	un	deg3	22.802894570582342		
126	KFP002_KFP024	un	deg3	22.44620539687139		
127	KFP002_KFP025	un	deg3	17.402587721477403		
128	KFP002_KFP026	un	deg3	21.122009860305752		
129	KFP002_KFP027	deg3	un	0.5779455787574079		
130	KFP002_KFP028	un	deg3	2.768873763287729		
131	KFP002_KFP029	un	deg3	20.44232591782065		
132	KFP002_KFP030	un	deg3	15.508031197125776		
133	KFP002_KFP031	un	deg3	15.556231200013373		
134	KFP002_KFP032	un	deg3	19.384780097139128		
135	KFP002_KFP033	un	deg3	13.97436119093436		
136	KFP002_KFP034	un	deg3	18.550447443228677		
137	KFP002_KFP035	un	deg3	19.11270492841913		
138	KFP002_KFP036	un	deg3	14.377986968221196		
139	KFP002_KFP037	un	deg3	16.618555933134306		
140	KFP002_KFP038	un	deg3	13.437371491713064		
141	KFP002_KFP039	un	deg3	13.076108494667778		
142	KFP002_KFP040	un	deg3	20.35625066789771		
143	KFP002_KFP041	un	deg3	20.24988609211232		
144	KFP002_KFP042	un	deg3	21.751867678003922		
145	KFP002_KFP043	pc	sec	41.52207017079832	sib	84.52007466990949
146	KFP002_KFP044	un	deg3	23.628430658885012		
147	KFP002_KFP045	un	deg3	20.47327900510823		
148	KFP002_KFP046	un	deg3	14.679046273491624		
149	KFP002_KFP047	un	deg3	21.093176306686246		
150	KFP002_KFP048	un	deg3	22.473438756919		
151	KFP002_KFP049	un	deg3	18.426714544927336		
152	KFP002_KFP050	un	deg3	20.013439724431013		
153	KFP002_KFP051	un	deg3	21.986125331747647		
154	KFP002_KFP052	un	deg3	14.221269604330928		
155	KFP002_KFP053	un	deg3	15.327872346176493		
156	KFP002_KFP054	un	deg3	24.046475491236148		
157	KFP002_KFP055	un	deg3	22.765249033961247		
158	KFP002_KFP056	un	deg3	25.631703716734137		
159	KFP002_KFP057	un	deg3	18.03255686547982		
160	KFP002_KFP058	un	deg3	21.178840355378952		
161	KFP002_KFP059	un	deg3	16.262097788782967		
162	KFP002_KFP060	un	deg3	22.10679328149445		
163	KFP002_KFP061	un	deg3	12.874707159171974		
164	KFP002_KFP062	un	deg3	23.399852685279257		
165	KFP002_KFP063	un	deg3	15.259411145918875		
166	KFP002_KFP064	un	deg3	18.501093742113426		
167	KFP002_KFP065	un	deg3	19.716785616835068		
168	KFP002_KFP066	un	deg3	20.899434297571812		
169	KFP002_KFP067	un	deg3	18.435515680142547		
170	KFP002_KFP068	un	deg3	20.419818826682558		
171	KFP002_KFP069	un	deg3	20.890236261717067		
172	KFP002_KFP070	un	deg3	22.85297903381797		
173	KFP002_KFP071	un	deg3	11.262681239207152		
174	KFP002_KFP072	un	deg3	21.588691649541264		
175	KFP002_KFP073	un	deg3	19.824145671259657		
176	KFP002_KFP074	un	deg3	21.76404351237852		
177	KFP002_KFP075	un	deg3	18.989500143981108		
178	KFP002_KFP076	un	deg3	22.096607665068408		
179	KFP002_KFP077	un	deg3	14.759603283156366		
180	KFP002_KFP078	un	deg3	19.495795359395515		
181	KFP002_KFP079	un	deg3	20.252938320857535		
182	KFP002_KFP080	un	deg3	19.018296699639908		
183	KFP002_KFP081	un	deg3	12.111458246174607		
184	KFP002_KFP082	un	deg3	21.666699815994892		
185	KFP002_KFP083	un	deg3	18.139317597575538		
186	KFP002_KFP084	un	deg3	15.294171396540833		
187	KFP002_KFP085	un	deg3	22.298669008936486		
188	KFP002_KFP086	un	deg3	14.981485264095454		
189	KFP002_KFP087	un	deg3	19.891009499105394		
190	KFP002_KFP088	un	deg3	18.07108773802884		
191	KFP002_KFP089	un	deg3	15.888004281187476		
192	KFP002_KFP090	un	deg3	23.074950470965856		
193	KFP002_KFP091	un	deg3	15.544867493874335		
194	KFP002_KFP092	un	deg3	19.955291028361216		
195	KFP002_KFP093	un	deg3	14.459961849403953		
196	KFP002_KFP094	un	deg3	20.28424815133781		
197	KFP002_KFP095	un	deg3	14.611762819164143		
198	KFP002_KFP096	un	deg3	22.108010687357588		
199	KFP002_KFP097	un	deg3	21.416034382657248		
200	KFP002_KFP098	un	deg3	21.573605347450208		
201	KFP002_KFP099	un	deg3	17.169139378032696		
202	KFP002_KFP100	un	deg3	12.978931672259476		
203	KFP002_KFP101	un	deg3	20.614596121323075		
204	KFP002_KFP102	un	deg3	19.138542856065897		
205	KFP002_KFP103	un	deg3	16.966895294982578		
206	KFP002_KFP104	un	deg3	16.56799276348193		
207	KFP002_KFP105	un	deg3	22.01577766800665		
208	KFP002_KFP106	un	deg3	20.57090420377699		
209	KFP003_KFP004	un	deg3	16.322402525491725		
210	KFP003_KFP005	deg3	un	2.9037584637978853		
211	KFP003_KFP006	un	deg3	16.701883933107634		
212	KFP003_KFP007	un	deg3	20.34481469603361		
213	KFP003_KFP008	un	deg3	15.528742234753963		
214	KFP003_KFP009	un	deg3	18.09987509726625		
215	KFP003_KFP010	un	deg3	18.47315091028213		
216	KFP003_KFP011	un	deg3	19.18163740831324		
217	KFP003_KFP012	un	deg3	22.103867780089107		
218	KFP003_KFP013	un	deg3	2.418485568717415		
219	KFP003_KFP014	un	deg3	16.597839586651162		
220	KFP003_KFP015	un	deg3	20.311693012218253		
221	KFP003_KFP016	un	deg3	19.205905185787056		
222	KFP003_KFP017	un	deg3	20.028141293089217		
223	KFP003_KFP018	un	deg3	21.720378910328463		
224	KFP003_KFP019	un	deg3	21.719595884034792		
225	KFP003_KFP020	un	deg3	16.800229697807026		
226	KFP003_KFP021	un	deg3	21.10317248302954		
227	KFP003_KFP022	un	deg3	21.396524922782874		
228	KFP003_KFP023	un	deg3	24.371450033821702		
229	KFP003_KFP024	un	deg3	21.268345603643183		
230	KFP003_KFP025	un	deg3	21.471108353477348		
231	KFP003_KFP026	un	deg3	21.446855549841075		
232	KFP003_KFP027	deg3	un	1.411476932638152		
233	KFP003_KFP028	un	deg3	5.436952569243659		
234	KFP003_KFP029	un	deg3	21.857404072028658		
235	KFP003_KFP030	un	deg3	14.647550572517956		
236	KFP003_KFP031	un	deg3	20.379340635313387		
237	KFP003_KFP032	un	deg3	22.27239234467811		
238	KFP003_KFP033	un	deg3	19.57058893770227		
239	KFP003_KFP034	un	deg3	20.500446091875123		
240	KFP003_KFP035	un	deg3	20.532473895546676		
241	KFP003_KFP036	un	deg3	21.07140967358964		
242	KFP003_KFP037	un	deg3	21.74110647810608		
243	KFP003_KFP038	un	deg3	15.797645030427814		
244	KFP003_KFP039	un	deg3	22.389484669856078		
245	KFP003_KFP040	un	deg3	23.86851631318245		
246	KFP003_KFP041	un	deg3	16.88989347176016		
247	KFP003_KFP042	un	deg3	23.69561523675293		
248	KFP003_KFP043	un	deg3	23.46152480660203		
249	KFP003_KFP044	un	deg3	21.476990486519753		
250	KFP003_KFP045	un	deg3	17.428023881517674		
251	KFP003_KFP046	un	deg3	23.81318880515801		
252	KFP003_KFP047	un	deg3	17.72331753856406		
253	KFP003_KFP048	un	deg3	18.20494069162487		
254	KFP003_KFP049	un	deg3	16.95016026284111		
255	KFP003_KFP050	un	deg3	23.03599313578957		
256	KFP003_KFP051	un	deg3	23.802103564735948		
257	KFP003_KFP052	un	deg3	24.273944488219968		
258	KFP003_KFP053	un	deg3	14.136107525035412		
259	KFP003_KFP054	un	deg3	18.663793839655		
260	KFP003_KFP055	un	deg3	19.956561550274728		
261	KFP003_KFP056	un	deg3	23.785762999888906		
262	KFP003_KFP057	un	deg3	23.876442628274614		
263	KFP003_KFP058	un	deg3	21.188912360883023		
264	KFP003_KFP059	un	deg3	17.654979997283135		
265	KFP003_KFP060	un	deg3	23.942759278924772		
266	KFP003_KFP061	un	deg3	21.503572637931484		
267	KFP003_KFP062	un	deg3	23.339253020989414		
268	KFP003_KFP063	un	deg3	22.396085358511076		
269	KFP003_KFP064	un	deg3	21.63381667006979		
270	KFP003_KFP065	un	deg3	18.67787676972352		
271	KFP003_KFP066	un	deg3	22.55787334194406		
272	KFP003_KFP067	un	deg3	21.1819222942338		
273	KFP003_KFP068	un	deg3	20.876945685843797		
274	KFP003_KFP069	un	deg3	21.376598900222234		
275	KFP003_KFP070	un	deg3	18.03627698873879		
276	KFP003_KFP071	un	deg3	18.702987439496727		
277	KFP003_KFP072	un	deg3	19.482280259373734		
278	KFP003_KFP073	un	deg3	19.056313128802003		
279	KFP003_KFP074	un	deg3	22.07796433294743		
280	KFP003_KFP075	un	deg3	18.13331491581789		
281	KFP003_KFP076	un	deg3	20.293953067910248		
282	KFP003_KFP077	un	deg3	19.121801063651677		
283	KFP003_KFP078	un	deg3	17.725557407564107		
284	KFP003_KFP079	un	deg3	17.383593613961242		
285	KFP003_KFP080	un	deg3	21.58135487051868		
286	KFP003_KFP081	un	deg3	17.82952157868499		
287	KFP003_KFP082	un	deg3	21.24203665760251		
288	KFP003_KFP083	un	deg3	22.385646193447887		
289	KFP003_KFP084	un	deg3	21.487582143958434		
290	KFP003_KFP085	un	deg3	18.09220329998152		
291	KFP003_KFP086	un	deg3	19.856342888564317		
292	KFP003_KFP087	un	deg3	19.776566209307248		
293	KFP003_KFP088	un	deg3	18.06884019940412		
294	KFP003_KFP089	un	deg3	21.92647626405096		
295	KFP003_KFP090	un	deg3	23.264411758383172		
296	KFP003_KFP091	un	deg3	22.133565838357754		
297	KFP003_KFP092	un	deg3	22.88387978888841		
298	KFP003_KFP093	un	deg3	23.821859727925588		
299	KFP003_KFP094	un	deg3	21.870287402907024		
300	KFP003_KFP095	un	deg3	22.321447404679247		
301	KFP003_KFP096	un	deg3	18.200221490893227		
302	KFP003_KFP097	un	deg3	20.250382471086372		
303	KFP003_KFP098	un	deg3	24.448801395516057		
304	KFP003_KFP099	un	deg3	20.800228581996638		
305	KFP003_KFP100	un	deg3	14.540299057746553		
306	KFP003_KFP101	un	deg3	22.61859639613613		
307	KFP003_KFP102	un	deg3	19.296456899193803		
308	KFP003_KFP103	un	deg3	22.30048176471837		
309	KFP003_KFP104	un	deg3	20.52681552277727		
310	KFP003_KFP105	un	deg3	23.24295655822084		
311	KFP003_KFP106	un	deg3	19.9254952902063		
312	KFP004_KFP005	un	deg3	18.32912338826736		
313	KFP004_KFP006	un	deg3	19.14951478137368		
314	KFP004_KFP007	un	deg3	15.172542184622445		
315	KFP004_KFP008	un	deg3	14.048168927930876		
316	KFP004_KFP009	un	deg3	21.122394618355887		
317	KFP004_KFP010	un	deg3	17.628454470316		
318	KFP004_KFP011	un	deg3	16.29486793856404		
319	KFP004_KFP012	un	deg3	21.976073779429267		
320	KFP004_KFP013	un	deg3	7.733337937843545		
321	KFP004_KFP014	un	deg3	15.196197961490268		
322	KFP004_KFP015	un	deg3	23.03459822838295		
323	KFP004_KFP016	un	deg3	19.314679824675977		
324	KFP004_KFP017	un	deg3	18.13492782400681		
325	KFP004_KFP018	un	deg3	18.49361765515232		
326	KFP004_KFP019	un	deg3	22.24375177796969		
327	KFP004_KFP020	un	deg3	14.550267783793972		
328	KFP004_KFP021	un	deg3	21.726993074666094		
329	KFP004_KFP022	un	deg3	15.547332043649929		
330	KFP004_KFP023	un	deg3	24.1330195148596		
331	KFP004_KFP024	un	deg3	22.159727761200887		
332	KFP004_KFP025	un	deg3	11.55613691478743		
333	KFP004_KFP026	un	deg3	19.8070189886148		
334	KFP004_KFP027	un	deg3	20.681692731606745		
335	KFP004_KFP028	un	deg3	14.245385224521215		
336	KFP004_KFP029	un	deg3	21.645578712168344		
337	KFP004_KFP030	un	deg3	15.111946748384296		
338	KFP004_KFP031	un	deg3	15.361567312120087		
339	KFP004_KFP032	un	deg3	17.84266737371013		
340	KFP004_KFP033	un	deg3	13.124464466863856		
341	KFP004_KFP034	un	deg3	17.179912169856152		
342	KFP004_KFP035	un	deg3	15.319618102581215		
343	KFP004_KFP036	deg3	sec	0.4214278466729411		
344	KFP004_KFP037	un	deg3	18.172087263185176		
345	KFP004_KFP038	un	deg3	18.327772795139367		
346	KFP004_KFP039	un	deg3	20.571366409538086		
347	KFP004_KFP040	un	deg3	21.7800910523024		
348	KFP004_KFP041	un	deg3	23.240362211415004		
349	KFP004_KFP042	un	deg3	18.500868984718412		
350	KFP004_KFP043	un	deg3	12.970688070488903		
351	KFP004_KFP044	un	deg3	21.563757081295986		
352	KFP004_KFP045	un	deg3	19.555637182058035		
353	KFP004_KFP046	un	deg3	19.065300866985577		
354	KFP004_KFP047	un	deg3	18.470650173413556		
355	KFP004_KFP048	un	deg3	23.45975510424296		
356	KFP004_KFP049	un	deg3	17.642070913478165		
357	KFP004_KFP050	un	deg3	15.104340835260244		
358	KFP004_KFP051	un	deg3	15.297462121992796		
359	KFP004_KFP052	un	deg3	18.13118528902146		
360	KFP004_KFP053	un	deg3	13.761018149475147		
361	KFP004_KFP054	un	deg3	22.774625049376937		
362	KFP004_KFP055	un	deg3	15.394674568568464		
363	KFP004_KFP056	un	deg3	22.6022444189548		
364	KFP004_KFP057	un	deg3	22.745094460959987		
365	KFP004_KFP058	un	deg3	15.64914552707546		
366	KFP004_KFP059	un	deg3	14.060415440985253		
367	KFP004_KFP060	un	deg3	22.53939589569086		
368	KFP004_KFP061	un	deg3	20.08590390763925		
369	KFP004_KFP062	un	deg3	19.127667071435102		
370	KFP004_KFP063	un	deg3	14.718128541089756		
371	KFP004_KFP064	un	deg3	18.137598686022105		
372	KFP004_KFP065	un	deg3	19.677076102030014		
373	KFP004_KFP066	un	deg3	22.758070089844068		
374	KFP004_KFP067	un	deg3	19.396635015881657		
375	KFP004_KFP068	un	deg3	16.368110370777686		
376	KFP004_KFP069	un	deg3	13.610400715262358		
377	KFP004_KFP070	un	deg3	14.996182503694172		
378	KFP004_KFP071	sib	sec	25.09915627800183	pc	19.24990914183923
379	KFP004_KFP072	sib	sec	27.25955815810039	pc	48.76474472830205
380	KFP004_KFP073	un	deg3	23.877317278529066		
381	KFP004_KFP074	un	deg3	12.937759024796149		
382	KFP004_KFP075	un	deg3	13.2604946650913		
383	KFP004_KFP076	un	deg3	18.58579960443103		
384	KFP004_KFP077	sib	sec	69.13350545308685	pc	69.79260368099904
385	KFP004_KFP078	un	deg3	18.64738093242977		
386	KFP004_KFP079	sec	deg3	11.354858143798767		
387	KFP004_KFP080	un	deg3	23.168297778790702		
388	KFP004_KFP081	un	deg3	18.246502750490443		
389	KFP004_KFP082	un	deg3	21.307903947545586		
390	KFP004_KFP083	un	deg3	17.53392530410042		
391	KFP004_KFP084	un	deg3	15.053423914649784		
392	KFP004_KFP085	un	deg3	19.774008295725707		
393	KFP004_KFP086	un	deg3	14.252530829575337		
394	KFP004_KFP087	un	deg3	20.45143056483289		
395	KFP004_KFP088	un	deg3	19.083727058204204		
396	KFP004_KFP089	un	deg3	18.163486651111953		
397	KFP004_KFP090	un	deg3	22.81886533349984		
398	KFP004_KFP091	un	deg3	18.50130689961384		
399	KFP004_KFP092	un	deg3	22.25044769161127		
400	KFP004_KFP093	un	deg3	21.51003225831596		
401	KFP004_KFP094	un	deg3	13.22499494674912		
402	KFP004_KFP095	un	deg3	14.893581800135278		
403	KFP004_KFP096	un	deg3	19.66666794526895		
404	KFP004_KFP097	un	deg3	19.169803453296254		
405	KFP004_KFP098	un	deg3	20.362460195148515		
406	KFP004_KFP099	deg3	un	3.1123104749542563		
407	KFP004_KFP100	un	deg3	15.07281973185286		
408	KFP004_KFP101	un	deg3	23.33211524343824		
409	KFP004_KFP102	un	deg3	16.32933590368134		
410	KFP004_KFP103	un	deg3	19.7157216659532		
411	KFP004_KFP104	un	deg3	21.44950335103704		
412	KFP004_KFP105	un	deg3	16.06944857844792		
413	KFP004_KFP106	un	deg3	14.230445795818241		
414	KFP005_KFP006	un	deg3	21.9165892706892		
415	KFP005_KFP007	un	deg3	21.880932599513244		
416	KFP005_KFP008	un	deg3	17.35849910724187		
417	KFP005_KFP009	un	deg3	14.900844738977186		
418	KFP005_KFP010	un	deg3	15.129470078578153		
419	KFP005_KFP011	un	deg3	23.891022350486537		
420	KFP005_KFP012	un	deg3	23.52907810350689		
421	KFP005_KFP013	un	deg3	4.331476912987228		
422	KFP005_KFP014	un	deg3	14.754956415927836		
423	KFP005_KFP015	un	deg3	23.11622356772796		
424	KFP005_KFP016	un	deg3	19.42440871627105		
425	KFP005_KFP017	un	deg3	15.811002769337163		
426	KFP005_KFP018	un	deg3	20.43067593606133		
427	KFP005_KFP019	un	deg3	22.000196909110173		
428	KFP005_KFP020	un	deg3	18.88958271148772		
429	KFP005_KFP021	un	deg3	22.031897587412686		
430	KFP005_KFP022	un	deg3	22.57401177474549		
431	KFP005_KFP023	un	deg3	20.30966494302902		
432	KFP005_KFP024	un	deg3	23.089218662124036		
433	KFP005_KFP025	un	deg3	20.222633543819484		
434	KFP005_KFP026	un	deg3	18.664884254811113		
435	KFP005_KFP027	un	deg3	0.8372943474939802		
436	KFP005_KFP028	un	deg3	4.1848017276647616		
437	KFP005_KFP029	un	deg3	21.889576887590923		
438	KFP005_KFP030	un	deg3	16.879657972738414		
439	KFP005_KFP031	un	deg3	21.06736528549709		
440	KFP005_KFP032	un	deg3	19.287998363019604		
441	KFP005_KFP033	un	deg3	15.612200157971985		
442	KFP005_KFP034	un	deg3	17.43068812724937		
443	KFP005_KFP035	un	deg3	15.886147466324019		
444	KFP005_KFP036	un	deg3	20.82202948177905		
445	KFP005_KFP037	un	deg3	22.263266469227347		
446	KFP005_KFP038	un	deg3	19.734779940643875		
447	KFP005_KFP039	un	deg3	14.949091783905034		
448	KFP005_KFP040	un	deg3	23.638423313711648		
449	KFP005_KFP041	un	deg3	17.94945279099557		
450	KFP005_KFP042	un	deg3	21.72688525532089		
451	KFP005_KFP043	pc	sec	38.29615173074285	sib	80.72395668097624
452	KFP005_KFP044	un	deg3	23.003439395916075		
453	KFP005_KFP045	un	deg3	20.388449356730234		
454	KFP005_KFP046	un	deg3	21.15032600697896		
455	KFP005_KFP047	un	deg3	20.753852466510807		
456	KFP005_KFP048	un	deg3	23.09941255673812		
457	KFP005_KFP049	un	deg3	20.327437760752897		
458	KFP005_KFP050	un	deg3	13.645193000201516		
459	KFP005_KFP051	un	deg3	19.21286895682647		
460	KFP005_KFP052	un	deg3	23.078140643629236		
461	KFP005_KFP053	un	deg3	20.18112764470061		
462	KFP005_KFP054	un	deg3	19.610338953941664		
463	KFP005_KFP055	un	deg3	22.145331997191306		
464	KFP005_KFP056	un	deg3	22.724705411817922		
465	KFP005_KFP057	un	deg3	22.91081871542201		
466	KFP005_KFP058	un	deg3	22.70266885524211		
467	KFP005_KFP059	un	deg3	20.977990481445886		
468	KFP005_KFP060	un	deg3	20.994633006894677		
469	KFP005_KFP061	un	deg3	12.415989762262369		
470	KFP005_KFP062	un	deg3	22.563424868163338		
471	KFP005_KFP063	un	deg3	12.807573186356649		
472	KFP005_KFP064	un	deg3	22.573908609850374		
473	KFP005_KFP065	un	deg3	12.68520560979846		
474	KFP005_KFP066	un	deg3	20.068499116997145		
475	KFP005_KFP067	un	deg3	19.48393480650725		
476	KFP005_KFP068	un	deg3	21.22018541984949		
477	KFP005_KFP069	un	deg3	14.286120097975981		
478	KFP005_KFP070	un	deg3	22.509979200541693		
479	KFP005_KFP071	un	deg3	18.049402928421046		
480	KFP005_KFP072	un	deg3	16.95260253890092		
481	KFP005_KFP073	un	deg3	20.415213026149107		
482	KFP005_KFP074	un	deg3	20.812509058187057		
483	KFP005_KFP075	un	deg3	16.268671127016432		
484	KFP005_KFP076	un	deg3	20.194757356186983		
485	KFP005_KFP077	un	deg3	17.863553667262064		
486	KFP005_KFP078	un	deg3	17.82940678256682		
487	KFP005_KFP079	un	deg3	17.398586328732563		
488	KFP005_KFP080	un	deg3	18.942556475341693		
489	KFP005_KFP081	un	deg3	17.245209850462516		
490	KFP005_KFP082	un	deg3	20.571827970337157		
491	KFP005_KFP083	un	deg3	12.83962989613326		
492	KFP005_KFP084	un	deg3	12.460774594982011		
493	KFP005_KFP085	un	deg3	21.826088124235863		
494	KFP005_KFP086	un	deg3	14.401331409138491		
495	KFP005_KFP087	un	deg3	22.62228926313628		
496	KFP005_KFP088	un	deg3	18.28129490094875		
497	KFP005_KFP089	un	deg3	21.387662112388625		
498	KFP005_KFP090	un	deg3	18.53110818376217		
499	KFP005_KFP091	un	deg3	21.198431778204625		
500	KFP005_KFP092	un	deg3	22.502501072099903		
501	KFP005_KFP093	un	deg3	20.83365714463048		
502	KFP005_KFP094	un	deg3	22.670166274858733		
503	KFP005_KFP095	un	deg3	17.067939738444693		
504	KFP005_KFP096	un	deg3	21.77508682052576		
505	KFP005_KFP097	un	deg3	19.63265218686297		
506	KFP005_KFP098	un	deg3	20.68994691737976		
507	KFP005_KFP099	un	deg3	23.082633853427073		
508	KFP005_KFP100	un	deg3	15.005389171320529		
509	KFP005_KFP101	un	deg3	17.972738514774846		
510	KFP005_KFP102	un	deg3	21.056589063214236		
511	KFP005_KFP103	un	deg3	22.222136597111557		
512	KFP005_KFP104	un	deg3	21.205340680462538		
513	KFP005_KFP105	un	deg3	20.01901350204139		
